id,equipment,position
https://www.muscleandstrength.com/exercises/swiss-ball-push-up.html,[],[]
https://www.muscleandstrength.com/exercises/muscle-up,['bar'],[]
https://www.muscleandstrength.com/exercises/feet-on-wall-push-up,[],[]
https://www.muscleandstrength.com/exercises/t-push-up,[],[]
https://www.muscleandstrength.com/exercises/decline-cable-chest-press,[],"['sit', 'lay']"
https://www.muscleandstrength.com/exercises/push-up-with-mountain-climber,[],[]
https://www.muscleandstrength.com/exercises/cable-inner-chest-press.html,[],[]
https://www.muscleandstrength.com/exercises/one-arm-bottoms-up-kettlebell-bench-press,['kettlebell'],['lay']
https://www.muscleandstrength.com/exercises/batwing-reverse-sled-drag,[],[]
https://www.muscleandstrength.com/exercises/standing-barbell-twist.html,[],['stand']
https://www.muscleandstrength.com/exercises/lying-heel-touches.html,[],"['supine', 'lay']"
https://www.muscleandstrength.com/exercises/turkish-get-up,"['kettlebell', 'kettle']","['sit', 'stand', 'supine', 'lie']"
https://www.muscleandstrength.com/exercises/pallof-press-with-rotation,['cable'],['stand']
https://www.muscleandstrength.com/exercises/decline-dumbbell-situp.html,['bench'],['sit']
https://www.muscleandstrength.com/exercises/lying-floor-knee-raise.html,[],"['supine', 'lay']"
https://www.muscleandstrength.com/exercises/seated-leg-tucks.html,['bench'],['lay']
https://www.muscleandstrength.com/exercises/dead-bug,[],['supine']
https://www.muscleandstrength.com/exercises/plank-to-hip-raise,[],[]
https://www.muscleandstrength.com/exercises/lying-alternate-floor-leg-raise.html,[],"['lay', 'lie']"
https://www.muscleandstrength.com/exercises/standing-stomach-vacuum,[],['stand']
https://www.muscleandstrength.com/exercises/floor-reach.html,[],"['supine', 'lay']"
https://www.muscleandstrength.com/exercises/hip-thrusts.html,['bench'],['lay']
https://www.muscleandstrength.com/exercises/pallof-press,['cable'],['stand']
https://www.muscleandstrength.com/exercises/toes-in-leg-extension.html,[],['sit']
https://www.muscleandstrength.com/exercises/incline-bench-bodyweight-lunge.html,[],['stand']
https://www.muscleandstrength.com/exercises/wall-ball,[],[]
https://www.muscleandstrength.com/exercises/2-kb-kettlebell-clean-and-press,['kettlebell'],[]
https://www.muscleandstrength.com/exercises/dumbbell-squat-to-bench.html,"['dumbbell', 'bench']",['stand']
https://www.muscleandstrength.com/exercises/quad-tiger-tail,[],[]
https://www.muscleandstrength.com/exercises/deep-front-squats,['bar'],['sit']
https://www.muscleandstrength.com/exercises/anderson-squat,['bar'],[]
https://www.muscleandstrength.com/exercises/clean,['bar'],[]
https://www.muscleandstrength.com/exercises/weighted-swiss-ball-wall-squat.html,['dumbbell'],['stand']
https://www.muscleandstrength.com/exercises/one-leg-hack-squat.html,['bar'],['stand']
https://www.muscleandstrength.com/exercises/alternate-straight-leg-lowering,[],['supine']
https://www.muscleandstrength.com/exercises/swiss-ball-crunch.html,[],['sit']
https://www.muscleandstrength.com/exercises/ipsilateral-load-split-squat,[],[]
https://www.muscleandstrength.com/exercises/floor-crunch-legs-on-bench.html,[],['lay']
https://www.muscleandstrength.com/exercises/barbell-side-split-squat.html,"['bar', 'barbell']",['stand']
https://www.muscleandstrength.com/exercises/dumbbell-split-jump.html,[],['stand']
https://www.muscleandstrength.com/exercises/kettlebell-walking-lunge,[],['stand']
https://www.muscleandstrength.com/exercises/reverse-band-box-squat,['bar'],[]
https://www.muscleandstrength.com/exercises/walking-quad-stretch-to-overhead-lunge,[],[]
https://www.muscleandstrength.com/exercises/smith-machine-squat-to-bench.html,"['bar', 'bench']","['stand', 'sit']"
https://www.muscleandstrength.com/exercises/weighted-sissy-squat.html,[],['stand']
https://www.muscleandstrength.com/exercises/clean-and-jerk,['bar'],['stand']
https://www.muscleandstrength.com/exercises/prisoner-jump-squat,[],[]
https://www.muscleandstrength.com/exercises/low-bar-back-squat,['bar'],[]
https://www.muscleandstrength.com/exercises/kettlebell-thruster,['kettlebell'],[]
https://www.muscleandstrength.com/exercises/bodyweight-wall-squat.html,[],[]
https://www.muscleandstrength.com/exercises/reverse-band-back-squat,['bar'],[]
https://www.muscleandstrength.com/exercises/squat-to-stand-w-t-spine-rotation,[],['stand']
